transaction_id,timestamp,blockchain,transaction_type,sender_wallet_age_days,receiver_wallet_age_days,transaction_amount_usd,gas_fee_usd,token_type,platform,num_prev_transactions_sender,num_prev_transactions_receiver,avg_txn_interval_sender_min,is_cross_chain,failed_txn_ratio_sender,velocity_score,anomaly_score,is_scam,hour,day_of_week,time_gap
TX013324,1701091213.0,Solana,Burn,1851.0,59.0,235.2,14.38,Native,Binance,1162.0,1017.0,223.9,0,0.2,0.09,0.09,0,,,
TX009091,1704890618.0,Ethereum,Burn,527.0,229.0,1188.86,4.26,Meme,Kraken,1162.0,1006.0,311.0,1,0.21,-0.1,0.05,0,,,
TX011787,1702769861.0,Ethereum,Mint,2053.0,269.0,90.2,7.17,ERC20,,1173.0,997.0,133.7,0,0.16,0.03,0.09,0,,,
TX018151,1701637791.0,BSC,Transfer,1207.0,144.0,190.38,9.49,Meme,Coinbase,1168.0,1050.0,38.2,0,0.07,0.11,0.0,0,,,
TX009683,1701119816.0,Ethereum,Transfer,1215.0,25.0,6758.32,10.04,Meme,Binance,1220.0,1004.0,153.8,0,0.02,0.01,0.06,0,,,
TX018697,1702113415.0,Ethereum,Transfer,378.0,266.0,77.22,6.65,Meme,Binance,1133.0,1026.0,122.9,0,0.42,0.01,0.23,0,,,
TX012595,1702255268.0,Solana,Bridge,582.0,203.0,1479.18,1.43,ERC20,,1205.0,1019.0,241.9,0,0.01,-0.06,0.08,0,,,
,,BSC,Mint,428.9791781848628,183.174351277523,405.25334560496395,5.016514988218309,Stablecoin,Coinbase,1206.7515027439165,968.4252435636819,174.11950945297144,0,0.13476404237151446,-0.07329490169347358,0.14853334057306639,1,6.0,0.0,1221.712267622686
TX018513,1700848268.0,Ethereum,Mint,278.0,52.0,1448.54,3.18,Meme,Unknown DEX,1172.0,1002.0,271.7,0,0.02,0.1,0.15,0,,,
TX019015,1700669220.0,BSC,Burn,165.0,1263.0,296.66,6.9,Stablecoin,Unknown Wallet,1185.0,1044.0,,0,0.2,0.0,0.15,0,,,
TX018259,1704303841.0,Solana,Burn,14.0,162.0,1082.27,4.1,Meme,Coinbase,1228.0,1043.0,398.2,1,0.17,-0.03,0.0,0,,,
TX009536,1701667391.0,Ethereum,Transfer,150.0,446.0,808.33,8.46,Native,OpenSea,1255.0,955.0,141.7,0,0.28,0.01,0.12,0,,,
TX004127,1701894554.0,BSC,Transfer,2971.0,1114.0,213.91,9.11,Stablecoin,Coinbase,1210.0,1046.0,17.3,0,0.14,0.02,0.22,0,,,
TX018470,1702964123.0,Ethereum,Mint,725.0,513.0,559.83,7.73,ERC20,Kraken,1191.0,1022.0,170.7,0,0.1,-0.03,0.0,0,,,
TX003140,1703325495.0,BSC,Mint,354.0,598.0,1852.22,2.07,ERC20,Binance,1155.0,1025.0,413.1,0,0.1,-0.06,0.12,0,,,
TX017454,1704042879.0,Ethereum,Mint,299.0,524.0,177.45,4.5,Meme,OpenSea,1177.0,992.0,549.6,0,0.25,0.07,0.22,0,,,
TX019972,1701697365.0,Ethereum,Transfer,343.0,127.0,407.58,13.49,Meme,BridgeX,1194.0,1028.0,2888.5,0,0.25,0.06,0.0,0,,,
TX006222,1703818806.0,Polygon,Burn,29.0,1109.0,1940.81,9.07,Stablecoin,Coinbase,1211.0,910.0,596.4,1,0.08,0.09,0.13,1,,,
TX003774,1703817042.0,Solana,Transfer,23.0,992.0,74.29,19.17,Meme,Kraken,1227.0,1010.0,,0,0.15,0.09,0.19,1,,,
TX016751,1703346709.0,Ethereum,Mint,621.0,1862.0,201.55,39.15,Native,OpenSea,1196.0,951.0,245.5,1,0.18,-0.0,0.15,0,,,
TX010828,1702916971.0,Solana,Bridge,575.0,5.0,782.04,20.27,Native,OpenSea,1247.0,1051.0,361.2,0,0.2,0.07,0.21,0,,,
TX015410,1701292334.0,Ethereum,Mint,2153.0,2043.0,280.36,15.19,ERC20,Kraken,1233.0,1007.0,138.0,0,0.03,0.02,0.03,0,,,
TX017337,1700930340.0,Solana,Swap,1294.0,215.0,859.95,3.93,Meme,Binance,1294.0,1004.0,595.1,0,0.13,-0.02,0.01,0,,,
TX018938,1702178270.0,Solana,Transfer,2148.0,705.0,316.35,3.74,Stablecoin,Binance,1205.0,980.0,35.5,0,0.22,-0.06,0.0,0,,,
TX004679,1704322751.0,Solana,Burn,169.0,763.0,911.61,5.95,ERC20,Binance,1203.0,1013.0,289.4,0,0.2,-0.01,0.03,0,,,
TX019813,1704242859.0,Polygon,Transfer,23.0,62.0,75.9,4.1,ERC20,Kraken,1222.0,993.0,580.4,0,0.07,0.02,0.03,0,,,
TX013509,1703497914.0,BSC,Bridge,1947.0,489.0,218.64,4.74,Meme,Coinbase,1167.0,978.0,119.9,0,0.07,0.08,0.29,0,,,
TX005185,1702877448.0,Ethereum,Burn,118.0,86.0,1054.73,4.29,ERC20,BridgeX,1176.0,970.0,353.4,0,0.06,0.03,0.15,0,,,
TX018879,1702889219.0,Ethereum,Mint,133.0,248.0,848.48,7.74,Stablecoin,Binance,1239.0,953.0,70.9,0,0.14,-0.02,0.03,0,,,
TX016327,1704149956.0,Solana,Swap,272.0,1268.0,448.0,12.28,Native,Binance,1215.0,973.0,95.0,0,0.09,-0.03,0.0,0,,,
TX011016,1703743382.0,Ethereum,Burn,192.0,416.0,918.82,6.04,Stablecoin,Coinbase,1214.0,1032.0,167.9,0,0.23,-0.05,0.11,0,,,
TX019430,1702187090.0,Ethereum,Mint,1631.0,1570.0,902.34,5.46,ERC20,Binance,1130.0,1011.0,137.4,0,0.15,-0.06,0.04,0,,,
TX001682,1704600108.0,Solana,Swap,634.0,37.0,260.4,2.99,ERC20,OpenSea,1192.0,1013.0,118.8,0,0.09,0.09,0.0,0,,,
TX004018,1703632403.0,Polygon,Bridge,638.0,322.0,452.84,3.64,Stablecoin,Coinbase,1211.0,1011.0,64.3,0,0.16,-0.08,0.0,0,,,
TX000256,1702921944.0,Ethereum,Transfer,1369.0,339.0,91.19,16.67,Stablecoin,Kraken,1190.0,996.0,73.7,0,0.11,0.01,0.19,0,,,
TX019368,1704708985.0,Ethereum,Burn,958.0,379.0,724.21,26.22,Meme,Binance,1217.0,1004.0,,0,0.13,0.02,0.15,0,,,
TX008674,1701018143.0,Polygon,Transfer,830.0,502.0,1464.3,2.62,Stablecoin,Unknown DEX,1193.0,1016.0,205.8,0,0.05,0.05,0.0,0,,,
TX013840,1701626013.0,BSC,Mint,1433.0,47.0,4078.01,26.83,Stablecoin,BridgeX,1225.0,985.0,296.5,0,0.24,-0.05,0.12,0,,,
TX005971,1701457913.0,BSC,Mint,327.0,52.0,2783.64,21.1,Stablecoin,Coinbase,1211.0,979.0,93.5,0,0.14,-0.02,0.06,0,,,
TX013179,1701407539.0,Polygon,Swap,520.0,891.0,298.76,44.16,Meme,Unknown DEX,1181.0,1037.0,66.5,1,0.24,0.1,0.25,0,,,
TX011191,1704999732.0,Ethereum,Mint,33.0,1769.0,1521.23,36.21,Meme,BridgeX,1206.0,979.0,179.6,0,0.06,0.11,0.05,0,,,
TX018749,1704233176.0,BSC,Mint,274.0,196.0,672.62,5.6,Stablecoin,Binance,1152.0,1009.0,167.9,0,0.01,-0.01,0.0,0,,,
TX005001,1703934053.0,Solana,Swap,782.0,1563.0,180.69,17.68,ERC20,BridgeX,1195.0,946.0,115.1,0,0.15,0.02,0.08,0,,,
TX000799,1702460072.0,Polygon,Mint,136.0,39.0,275.04,7.44,Meme,Unknown DEX,1237.0,964.0,23.2,0,0.24,-0.02,0.25,0,,,
TX010878,1703461743.0,BSC,Burn,159.0,33.0,155.5,2.77,Native,Kraken,1192.0,1038.0,39.0,0,0.11,0.08,0.14,0,,,
TX013551,1700564267.0,Ethereum,Mint,1013.0,283.0,290.16,2.71,Meme,Coinbase,1225.0,1006.0,151.6,1,0.1,-0.02,0.02,0,,,
TX015805,1700298510.0,Ethereum,Burn,482.0,118.0,626.42,3.53,ERC20,Kraken,1172.0,981.0,69.7,0,0.17,0.11,0.19,0,,,
TX008194,1704319050.0,Solana,Mint,1299.0,323.0,343.54,5.05,Stablecoin,Unknown DEX,1270.0,961.0,88.7,0,0.11,-0.02,0.04,0,,,
,,BSC,Transfer,14.034236545093433,44.97410085370625,731.5811165980451,2.9777869212950234,Stablecoin,BridgeX,1107.7809357155008,946.8929449006804,1016.8312756581952,0,0.1573873005046473,-0.14197778303227462,0.17144887862599248,1,17.0,2.0,1692.8518705364654
TX017455,1700615692.0,Ethereum,Burn,788.0,155.0,1229.89,7.43,ERC20,Unknown DEX,1177.0,999.0,36.0,0,0.17,0.06,0.17,0,,,
TX016900,1701753702.0,BSC,Mint,1250.0,1536.0,102.31,2.8,Meme,BridgeX,1169.0,948.0,113.8,0,0.13,-0.1,0.12,0,,,
TX015186,1703234295.0,Solana,Mint,44.0,269.0,2430.94,3.14,Stablecoin,Binance,1209.0,1011.0,447.3,0,0.06,0.01,0.0,0,,,
TX007826,1700516576.0,Ethereum,Transfer,917.0,646.0,542.22,10.19,Native,Binance,1228.0,1007.0,16.0,1,0.13,0.06,0.04,1,,,
TX016196,1704895201.0,Polygon,Burn,396.0,221.0,137.78,4.75,Meme,Coinbase,1248.0,1035.0,76.4,0,0.16,0.04,0.11,0,,,
TX019998,1700745723.0,BSC,Swap,215.0,132.0,466.35,2.93,Stablecoin,Kraken,1195.0,1002.0,954.5,1,0.13,-0.0,0.21,1,,,
TX015573,1700001658.0,Polygon,Mint,422.0,491.0,110.46,5.33,Meme,OpenSea,1189.0,985.0,217.3,0,0.07,-0.02,0.07,0,,,
TX013153,1702120179.0,Ethereum,Bridge,1438.0,685.0,196.22,1.7,Meme,Binance,1152.0,1001.0,82.7,0,0.16,0.01,0.11,0,,,
TX012285,1702349203.0,BSC,Swap,583.0,520.0,142.34,30.91,Meme,Binance,1182.0,974.0,113.7,0,0.02,-0.07,0.18,0,,,
TX003936,1704107618.0,Solana,Swap,493.0,534.0,2965.14,6.44,Meme,BridgeX,1170.0,968.0,22.1,0,0.12,0.1,0.29,0,,,
TX003020,1704099906.0,BSC,Bridge,196.0,500.0,250.9,3.13,Native,BridgeX,1261.0,975.0,1175.0,0,0.14,-0.05,0.06,0,,,
TX008390,1701234599.0,Ethereum,Burn,1227.0,704.0,816.72,8.48,Stablecoin,BridgeX,1219.0,1002.0,139.9,0,0.12,-0.01,0.15,0,,,
TX016842,1701074013.0,Ethereum,Transfer,794.0,798.0,392.15,5.61,Meme,OpenSea,1191.0,1022.0,219.2,0,0.04,0.05,0.0,0,,,
TX001786,1702825896.0,Solana,Mint,8.0,373.0,286.07,12.39,ERC20,Unknown DEX,1259.0,1009.0,119.4,0,0.09,-0.01,0.14,0,,,
TX004297,1702982202.0,Solana,Burn,435.0,174.0,2075.95,14.13,ERC20,Kraken,1211.0,947.0,130.7,0,0.11,-0.02,0.12,0,,,
TX016364,1704484045.0,Polygon,Bridge,813.0,458.0,1364.81,14.04,ERC20,Unknown DEX,1218.0,1040.0,172.4,1,0.24,-0.06,0.08,0,,,
TX003709,1704051889.0,Polygon,Swap,954.0,120.0,303.31,11.25,Stablecoin,Binance,1172.0,1013.0,400.9,0,0.3,-0.02,0.05,0,,,
TX002003,1702135219.0,Ethereum,Transfer,1705.0,73.0,439.21,8.23,Meme,Binance,1222.0,1002.0,104.4,0,0.15,0.01,0.03,0,,,
TX013970,1700477965.0,BSC,Transfer,516.0,750.0,155.15,5.66,Native,Kraken,1232.0,968.0,397.5,0,0.18,0.13,0.13,0,,,
TX009705,1702595301.0,Solana,Bridge,181.0,251.0,314.28,3.92,Meme,Unknown DEX,1174.0,1016.0,43.4,0,0.35,-0.05,0.23,0,,,
TX011750,1700250139.0,Ethereum,Swap,781.0,21.0,402.91,,Native,Coinbase,1143.0,1018.0,134.6,1,0.04,0.07,0.08,1,,,
TX002250,1701556518.0,BSC,Transfer,1125.0,711.0,74.73,8.27,Native,Unknown DEX,1219.0,999.0,196.8,0,0.13,-0.05,0.0,0,,,
TX015035,1703802717.0,Ethereum,Mint,441.0,1465.0,973.61,9.8,Stablecoin,OpenSea,1248.0,962.0,130.2,1,0.18,0.0,0.04,1,,,
TX016960,1703010551.0,BSC,Transfer,171.0,215.0,226.67,6.75,Stablecoin,Unknown DEX,1277.0,1000.0,,0,0.09,0.01,0.14,0,,,
TX007540,1702651788.0,Ethereum,Transfer,539.0,111.0,160.82,17.83,Stablecoin,Binance,1199.0,972.0,71.9,0,0.1,0.06,0.0,0,,,
TX009628,1700348737.0,Polygon,Swap,618.0,133.0,384.6,9.69,Native,Binance,1206.0,1028.0,225.0,0,0.29,-0.02,0.02,0,,,
TX012840,1702025321.0,Solana,Mint,419.0,1222.0,1409.28,1.88,Stablecoin,Binance,1240.0,972.0,200.1,0,0.26,-0.04,0.16,0,,,
TX011492,1704569883.0,Polygon,Transfer,853.0,140.0,1768.88,1.31,Stablecoin,Kraken,1219.0,1033.0,30.5,1,0.21,-0.01,0.08,0,,,
TX000673,1703008038.0,Solana,Mint,146.0,1694.0,4139.16,10.79,ERC20,Binance,1158.0,1056.0,185.8,0,0.11,0.03,0.18,0,,,
TX012957,1702524462.0,Ethereum,Bridge,942.0,336.0,332.48,18.43,Meme,Coinbase,1227.0,958.0,807.6,0,0.17,-0.03,0.06,0,,,
TX000490,1704594877.0,Ethereum,Swap,1329.0,450.0,782.12,6.38,Native,Coinbase,1175.0,1010.0,219.6,0,0.1,0.03,0.21,0,,,
TX007849,1701407576.0,Ethereum,Swap,267.0,1119.0,458.74,6.0,Native,OpenSea,1196.0,982.0,339.8,0,0.14,-0.06,0.14,0,,,
TX017633,1703845056.0,Solana,Transfer,455.0,522.0,1399.32,7.63,Native,Binance,1211.0,993.0,681.4,0,0.12,-0.03,0.16,0,,,
TX012880,1704480349.0,BSC,Mint,1751.0,60.0,29.68,4.22,ERC20,OpenSea,1224.0,1044.0,632.5,0,0.01,0.08,0.13,0,,,
TX001725,1702947762.0,Ethereum,Burn,438.0,10.0,1896.43,8.27,Stablecoin,Binance,1169.0,984.0,358.5,1,0.11,-0.04,0.19,0,,,
TX006914,1701345649.0,BSC,Bridge,1654.0,799.0,1161.97,9.06,Stablecoin,Binance,1261.0,966.0,164.8,0,0.13,0.09,0.03,0,,,
TX014013,1700437734.0,Polygon,Bridge,138.0,422.0,213.41,16.28,Stablecoin,Coinbase,1173.0,971.0,43.6,0,0.17,0.02,0.15,0,,,
TX011458,1704612044.0,BSC,Mint,373.0,967.0,185.7,6.38,ERC20,,1273.0,1027.0,108.9,0,0.1,-0.01,0.08,0,,,
TX002837,1700856626.0,Polygon,Transfer,1211.0,808.0,131.36,6.85,Stablecoin,BridgeX,1143.0,947.0,165.4,0,0.17,-0.03,0.24,0,,,
TX017167,1701915883.0,Ethereum,Swap,307.0,320.0,437.27,8.05,Stablecoin,Coinbase,1204.0,969.0,453.6,0,0.21,-0.03,0.13,0,,,
TX019116,1700793287.0,Ethereum,Swap,1062.0,34.0,376.83,4.57,ERC20,Binance,1204.0,989.0,31.0,0,0.19,0.03,0.14,0,,,
TX007328,1702895018.0,BSC,Burn,1539.0,618.0,861.93,10.1,ERC20,Unknown DEX,1183.0,1024.0,1138.6,0,0.22,-0.03,0.12,0,,,
TX006326,1702322273.0,BSC,Burn,210.0,184.0,228.86,2.81,Meme,Binance,1179.0,998.0,209.7,0,0.07,-0.01,0.04,0,,,
TX009613,1702535244.0,BSC,Burn,126.0,131.0,87.91,1.87,Stablecoin,Unknown DEX,1159.0,1034.0,349.6,0,0.04,0.02,0.0,0,,,
TX011406,1704825275.0,Ethereum,Bridge,647.0,691.0,187.38,18.27,ERC20,,1214.0,1007.0,42.1,0,0.11,0.08,0.15,0,,,
TX001310,1702850171.0,Solana,Burn,2204.0,11.0,682.14,2.11,Meme,Coinbase,1214.0,993.0,49.0,1,0.07,0.07,0.06,0,,,
TX017905,1700663778.0,Solana,Bridge,1995.0,347.0,890.05,15.63,Native,Binance,1212.0,961.0,276.0,0,0.08,0.11,0.07,0,,,
TX004140,1704230207.0,Ethereum,Bridge,640.0,736.0,574.27,8.54,Native,,1242.0,1026.0,288.8,0,0.13,-0.01,0.15,0,,,
TX014519,1703098787.0,Polygon,Mint,1293.0,1573.0,141.21,4.44,Stablecoin,Kraken,1212.0,974.0,36.8,0,0.07,-0.01,0.04,0,,,
TX010412,1700686763.0,BSC,Burn,1012.0,238.0,865.3,1.71,Meme,Binance,1151.0,970.0,22.2,1,0.03,0.03,0.01,0,,,
TX011613,1701616419.0,Ethereum,Swap,32.0,176.0,301.07,2.29,Stablecoin,Binance,1222.0,1030.0,552.2,0,0.2,-0.04,0.1,0,,,
TX000591,1700052528.0,Ethereum,Swap,312.0,86.0,79.75,3.68,Native,Coinbase,1203.0,1032.0,86.6,1,0.1,0.06,0.06,0,,,
TX005606,1700814661.0,Polygon,Burn,234.0,545.0,226.03,4.97,Native,Coinbase,1240.0,938.0,,0,0.26,-0.02,0.2,0,,,
TX006112,1700485287.0,Ethereum,Bridge,417.0,190.0,5416.47,17.95,ERC20,Binance,1205.0,1038.0,608.4,0,0.13,0.06,0.08,0,,,
TX010802,1703191833.0,Polygon,Swap,829.0,531.0,111.51,25.79,Stablecoin,Binance,1188.0,995.0,113.2,0,0.05,-0.05,0.08,0,,,
TX002378,1702643061.0,Ethereum,Swap,395.0,727.0,443.73,,ERC20,Unknown DEX,1203.0,952.0,48.5,0,0.09,0.02,0.0,0,,,
TX003373,1703770771.0,Polygon,Transfer,187.0,91.0,2159.49,4.45,ERC20,Binance,1236.0,1046.0,521.0,1,0.05,-0.03,0.02,0,,,
TX013004,1704892812.0,BSC,Bridge,646.0,1851.0,112.72,10.05,Stablecoin,Unknown DEX,1277.0,1008.0,410.6,0,0.18,0.02,0.08,0,,,
TX002724,1700401067.0,Ethereum,Burn,77.0,152.0,464.4,7.87,Native,Kraken,1101.0,1015.0,77.0,0,0.09,0.03,0.11,0,,,
TX014810,1700607748.0,BSC,Swap,301.0,225.0,136.02,,Meme,Kraken,1146.0,996.0,54.8,0,0.12,-0.02,0.13,0,,,
TX005722,1701432672.0,Ethereum,Mint,505.0,933.0,185.75,7.2,Meme,Coinbase,1195.0,955.0,369.0,0,0.34,0.04,0.12,1,,,
TX015740,1703714886.0,Ethereum,Burn,1204.0,30.0,270.47,9.58,ERC20,OpenSea,1191.0,956.0,93.5,0,0.11,-0.04,0.08,0,,,
TX001309,1704785956.0,Solana,Transfer,343.0,558.0,902.68,3.81,ERC20,OpenSea,1214.0,1051.0,44.8,0,0.09,-0.02,0.03,0,,,
TX005877,1700943831.0,BSC,Bridge,1942.0,505.0,329.39,15.31,Meme,Kraken,1209.0,1003.0,348.8,0,0.05,-0.02,0.0,0,,,
TX009777,1704768977.0,Ethereum,Bridge,597.0,1890.0,41.44,3.35,Stablecoin,Unknown DEX,1207.0,1008.0,87.2,0,0.21,-0.06,0.08,0,,,
TX000566,1703319144.0,Ethereum,Transfer,34.0,338.0,282.14,15.46,ERC20,Unknown DEX,1248.0,939.0,47.7,0,0.12,-0.01,0.0,0,,,
TX012441,1704141042.0,Polygon,Bridge,55.0,268.0,188.13,6.96,Meme,OpenSea,1217.0,997.0,130.3,1,0.09,-0.01,0.17,1,,,
TX004227,1701638846.0,Polygon,Mint,879.0,52.0,1260.11,3.13,ERC20,Kraken,1181.0,965.0,129.1,1,0.13,0.03,0.17,0,,,
TX018520,1701315856.0,Ethereum,Mint,735.0,364.0,1393.84,2.91,Meme,Coinbase,1189.0,989.0,63.4,0,0.08,0.02,0.0,0,,,
TX009801,1702384272.0,BSC,Bridge,563.0,265.0,115.42,6.09,ERC20,Kraken,1162.0,955.0,378.9,1,0.13,-0.02,0.21,0,,,
TX000103,1701843400.0,Solana,Transfer,451.0,226.0,350.08,,Stablecoin,Binance,1160.0,1021.0,107.4,1,0.21,0.03,0.05,0,,,
TX013853,1704529100.0,BSC,Burn,9.0,462.0,407.75,8.88,Meme,Unknown DEX,1270.0,1065.0,133.5,1,0.34,0.12,0.17,1,,,
TX012772,1703598397.0,Ethereum,Mint,2712.0,1012.0,137.66,6.18,Native,Coinbase,1192.0,962.0,375.0,1,0.04,0.01,0.0,0,,,
TX010364,1703150374.0,Ethereum,Transfer,150.0,469.0,718.32,4.07,ERC20,Kraken,1168.0,970.0,53.7,1,0.18,0.04,0.21,1,,,
TX000523,1700197775.0,Ethereum,Burn,51.0,915.0,939.1,4.12,Stablecoin,OpenSea,1233.0,978.0,413.4,0,0.15,0.12,0.18,0,,,
TX019971,1704299024.0,Ethereum,Transfer,143.0,658.0,367.15,7.22,Stablecoin,Coinbase,1225.0,971.0,207.6,0,0.05,0.08,0.01,0,,,
TX007281,1701923298.0,BSC,Mint,66.0,357.0,508.27,18.39,Stablecoin,Unknown DEX,1215.0,955.0,103.5,0,0.27,-0.05,0.34,0,,,
TX011712,1702567488.0,Solana,Transfer,0.0,885.0,289.51,9.54,Meme,Binance,1237.0,992.0,148.9,0,0.06,0.0,0.13,0,,,
TX006526,1702679276.0,BSC,Mint,415.0,488.0,344.88,13.82,Native,OpenSea,1219.0,1042.0,243.0,0,0.03,0.02,0.12,0,,,
TX016086,1703424658.0,Ethereum,Bridge,6.0,265.0,490.2,6.64,Meme,Coinbase,1154.0,1026.0,97.3,0,0.17,-0.08,0.2,1,,,
TX017359,1702243445.0,Ethereum,Bridge,401.0,113.0,706.36,3.21,ERC20,Coinbase,1209.0,997.0,37.6,0,0.1,0.04,0.0,0,,,
TX007699,1704040013.0,Solana,Transfer,420.0,255.0,137.75,2.39,Stablecoin,Kraken,1194.0,975.0,188.2,0,0.09,-0.09,0.0,0,,,
TX019915,1702885258.0,BSC,Bridge,810.0,317.0,583.2,13.86,Meme,Binance,1204.0,1006.0,111.9,0,0.08,0.0,0.12,0,,,
TX003068,1704834777.0,Ethereum,Mint,1059.0,80.0,974.66,7.55,Native,Binance,1164.0,994.0,56.2,0,0.23,0.03,0.25,0,,,
TX012085,1704067212.0,BSC,Swap,1467.0,40.0,718.0,2.47,ERC20,OpenSea,1195.0,1009.0,63.3,0,0.07,0.11,0.0,0,,,
TX017423,1702315323.0,Ethereum,Swap,528.0,57.0,1611.65,7.6,Meme,Unknown DEX,1189.0,981.0,256.0,0,0.13,0.01,0.18,0,,,
TX012287,1701630910.0,Solana,Bridge,457.0,434.0,892.05,9.3,Meme,BridgeX,1252.0,972.0,111.2,1,0.15,-0.07,0.13,0,,,
TX017426,1701990124.0,Ethereum,Burn,797.0,1267.0,795.02,2.26,Stablecoin,Binance,1167.0,1014.0,499.4,1,0.06,-0.01,0.0,0,,,
TX008900,1700872109.0,Ethereum,Bridge,170.0,372.0,183.75,8.73,ERC20,Kraken,1215.0,1029.0,,0,0.06,-0.03,0.0,0,,,
TX001555,1701885077.0,Polygon,Bridge,103.0,450.0,3510.03,6.39,Meme,Unknown DEX,1248.0,986.0,69.6,0,0.1,-0.07,0.14,0,,,
TX015626,1702143678.0,Ethereum,Transfer,213.0,149.0,892.52,7.64,ERC20,Binance,1176.0,949.0,60.7,0,0.31,0.05,0.25,1,,,
TX002190,1703293331.0,Ethereum,Transfer,337.0,243.0,428.98,2.3,Stablecoin,Unknown Wallet,1280.0,956.0,25.0,0,0.22,0.03,0.32,0,,,
,,BSC,Mint,134.85835665326022,617.4322876922397,223.31421437945943,13.911485872736172,Meme,Kraken,1159.8901124802217,992.31303190503,1038.9156447992086,1,0.25080847106623866,-0.05739790138890908,0.1955140761099696,1,21.0,5.0,1611.3217651828363
,,Ethereum,Swap,-249.15073883913135,471.60388547484854,427.27019775657806,18.232772058514957,Meme,Unknown DEX,1202.1454629720452,960.8536840404008,195.8389104634209,1,0.2064730674844163,-0.04650061977312555,0.017342825954449703,1,16.0,4.0,1261.5259212254748
TX006689,1704668223.0,Ethereum,Transfer,122.0,749.0,3521.37,21.76,Native,Coinbase,1204.0,1005.0,73.0,0,0.15,0.08,0.2,0,,,
TX005610,1704707926.0,Ethereum,Bridge,96.0,221.0,1580.19,12.89,Meme,Binance,1128.0,1003.0,129.3,1,0.12,0.03,0.0,0,,,
TX010413,1701475378.0,Ethereum,Burn,407.0,259.0,43.52,28.2,Native,Unknown DEX,1158.0,989.0,110.2,1,0.12,-0.06,0.02,1,,,
TX001729,1701297076.0,Polygon,Burn,342.0,181.0,365.7,8.27,Meme,BridgeX,1176.0,1068.0,202.1,0,0.03,0.07,0.04,0,,,
TX002512,1703471750.0,BSC,Bridge,8.0,27.0,269.82,27.05,ERC20,Kraken,1167.0,1014.0,626.3,0,0.29,0.02,0.31,1,,,
TX000765,1702078007.0,Ethereum,Transfer,158.0,975.0,2106.21,5.58,ERC20,Kraken,1263.0,1002.0,131.2,0,0.32,0.05,0.27,0,,,
TX008964,1701661127.0,Ethereum,Burn,6.0,16.0,152.28,,ERC20,Coinbase,1215.0,1023.0,151.4,0,0.11,-0.14,0.0,1,,,
TX007311,1704202618.0,Solana,Bridge,1252.0,144.0,113.57,16.62,Stablecoin,OpenSea,1219.0,1054.0,240.6,1,0.18,0.05,0.0,0,,,
TX012327,1700870670.0,Ethereum,Bridge,23.0,644.0,51.89,5.46,Meme,Binance,1197.0,1050.0,44.7,0,0.28,0.01,0.14,0,,,
TX019681,1701899791.0,Ethereum,Swap,897.0,328.0,289.72,4.28,Stablecoin,Coinbase,1212.0,1018.0,239.4,0,0.21,-0.06,0.15,0,,,
TX009127,1700457301.0,Ethereum,Transfer,1411.0,1716.0,461.58,17.55,ERC20,,1232.0,1035.0,310.8,0,0.04,-0.02,0.03,0,,,
TX003138,1701548485.0,Ethereum,Bridge,50.0,920.0,359.87,7.66,Meme,Coinbase,1195.0,1043.0,97.3,1,0.33,0.02,0.12,0,,,
TX019920,1704343240.0,Ethereum,Transfer,451.0,647.0,635.73,5.18,ERC20,Binance,1176.0,993.0,84.4,0,0.2,-0.0,0.14,0,,,
TX003293,1700124932.0,Ethereum,Transfer,123.0,222.0,240.07,16.5,ERC20,BridgeX,1170.0,1010.0,32.5,0,0.06,-0.03,0.02,0,,,
TX010625,1703553952.0,Solana,Swap,77.0,408.0,4918.71,6.58,Native,Coinbase,1231.0,1046.0,32.6,0,0.12,0.04,0.07,0,,,
TX002939,1702762081.0,Solana,Transfer,195.0,1728.0,19.17,6.97,ERC20,,1193.0,932.0,217.5,0,0.29,-0.08,0.12,0,,,
TX013086,1701826669.0,Ethereum,Burn,462.0,37.0,88.76,18.19,Native,Unknown DEX,1198.0,948.0,101.9,0,0.07,0.09,0.02,0,,,
TX010613,1703816707.0,Solana,Bridge,52.0,1723.0,180.24,13.23,Native,Binance,1154.0,1014.0,42.3,0,0.14,0.03,0.0,0,,,
TX000052,1704450812.0,Ethereum,Swap,344.0,2540.0,1846.36,7.21,Native,,1211.0,1008.0,77.2,1,0.18,0.03,0.15,0,,,
TX005288,1703788264.0,Solana,Bridge,1618.0,529.0,357.66,45.09,Stablecoin,Coinbase,1205.0,1028.0,111.3,0,0.07,-0.01,0.21,0,,,
TX005383,1702605327.0,Solana,Bridge,778.0,304.0,67.23,8.1,Stablecoin,Binance,1200.0,986.0,152.0,0,0.01,0.02,0.0,0,,,
TX005102,1703878551.0,Solana,Mint,1940.0,1229.0,2629.06,1.13,Native,OpenSea,1183.0,968.0,117.3,0,0.07,0.02,0.03,0,,,
TX011188,1700346990.0,BSC,Bridge,1466.0,1886.0,766.83,6.58,Native,Binance,1173.0,1027.0,51.1,0,0.03,0.04,0.0,0,,,
TX013741,1704736033.0,Ethereum,Swap,919.0,155.0,165.39,60.83,Native,Binance,1233.0,995.0,403.7,0,0.11,0.07,0.0,0,,,
