blockchain,transaction_type,sender_wallet_age_days,receiver_wallet_age_days,transaction_amount_usd,gas_fee_usd,token_type,platform,num_prev_transactions_sender,num_prev_transactions_receiver,avg_txn_interval_sender_min,is_cross_chain,failed_txn_ratio_sender,velocity_score,anomaly_score,is_scam,hour,day_of_week,time_gap
Ethereum,Bridge,0.008048543253410104,0.2199801118827832,0.05672887725102216,0.008163565768420047,Meme,Kraken,0.04858501112160629,-0.016935001534912397,0.03259891319390121,1,1.0472938587817024,0.1822907043366481,0.02603556413256996,1,12,6,0.0026142913338426874
Ethereum,Burn,0.09937990282058337,-0.003564850578479488,0.0757558049422569,-0.0008055160405583545,Meme,OpenSea,-0.018904066396007113,0.16184119458069696,0.10175511235001752,0,0.18586931858491623,0.34264172947555444,0.08626409452684294,1,11,5,0.15190568154461442
Solana,Burn,0.0696236695362209,0.13588345308223815,0.028412720158438005,0.02064219120646039,Stablecoin,Coinbase,0.28038224713141957,0.7193922922891026,0.02353355264847091,0,0.850545786620777,0.09568225582361692,0.7749681938539245,1,23,1,0.014825515876906538
BSC,Mint,-0.04454976634207411,0.40435500505747723,0.10049184226448184,-0.0023554757356041567,Stablecoin,Binance,0.39302180646992024,0.6560147057290234,0.1500692325395946,1,0.4526598781109545,0.29548356090214,0.06498870527746083,1,15,5,0.1446388754217494
Polygon,Bridge,-0.04283770818512944,0.011557585408780144,0.17936240210271293,0.03069167692808658,Stablecoin,Kraken,0.13921564324514907,0.29735841239703764,0.17578686398052487,1,0.28826400939543917,0.1630763267019071,0.015730191587977158,1,22,3,0.024803973434967902
Ethereum,Burn,0.20579964752668137,0.02662261694169473,0.010697396335007783,0.03366504722836028,Stablecoin,Binance,0.2632650734545362,0.2754949604809585,0.04011705308582125,0,0.4471367035226257,0.47189831292315787,0.44691815295758497,1,16,6,0.060901587241007415
BSC,Transfer,0.14988277654288631,0.30448539946253705,0.020776725248315857,0.16070514828287877,Stablecoin,Kraken,-0.04903546702873596,0.6672855531094205,0.0874166403118115,1,0.8301118795297047,0.04870759659262669,0.933479798176484,1,7,1,0.10888138525312065
Polygon,Swap,0.10120402961949178,0.5873587837034699,0.009651577142873846,0.0038322216588772134,Native,Kraken,0.25530490724091914,0.24461166254672329,0.010828180739429124,0,0.4869520467142296,0.44493179719378384,0.08844527118664605,1,18,1,0.053484201305230766
BSC,Swap,0.018352362172717462,0.14643385820278418,0.0010316213064366052,-0.007997620757546911,Native,Kraken,0.4224810779795729,0.606876946268553,0.23431731716972143,1,0.677228292070456,0.2891932860335141,0.03716151905898694,1,19,3,0.1268203024064807
Ethereum,Mint,-0.023395392960990632,0.2143162924869949,0.18602137414232944,0.039051817412532185,Stablecoin,Coinbase,0.16302537700558628,0.3267230828209598,0.041638703335559975,0,0.7427233605515735,0.30544720389452296,0.06557564063095486,1,3,6,0.06402606280111321
Polygon,Burn,-0.007587494097143089,0.08070250425426634,0.01080133813456606,-0.0006355534999502796,ERC20,Coinbase,-0.09824805945073889,0.4892683600066443,0.12865902140076696,0,0.2907385107820244,0.5369940329149792,0.7343023153724849,1,13,3,0.21530304430547434
Solana,Mint,0.011133651060483252,0.16155953194681022,0.008017540483547969,-0.0021716041614332077,Stablecoin,BridgeX,-0.022482899253385036,-0.0008760224039520703,0.09760864305568749,0,0.5400562718345852,0.30515749957405797,0.0636005979379574,1,20,5,0.08658564565354246
Solana,Burn,-0.0004768801464760178,0.07700502962733471,-0.00018889809864991794,0.03655896643157534,ERC20,Unknown DEX,0.43819997971148233,-0.03131470906692063,0.05190055167565796,0,0.4110859848671924,0.17378105465463262,0.043853352917636444,1,21,1,0.04319666552547023
Polygon,Transfer,0.18740554244989832,0.011640293185720792,0.042468334381866105,0.025119687530831884,Native,Binance,0.33566042103662874,0.17513750352930724,0.040680274791115564,1,0.7108046375507688,0.06848007967072689,0.42287314201529347,1,1,1,0.0015005776539117575
Ethereum,Bridge,-0.03429623069400847,0.3474948466884808,0.046118191525575565,0.1069300366844507,Native,Binance,0.3718887439291617,0.21822550449340697,0.12065977550061073,1,0.6388478700819504,0.23553553234629157,0.9601315663418496,1,10,3,0.05967342513860415
Solana,Burn,0.0168380144627156,0.04285026137328156,0.008871567616204501,0.0423260984003789,Stablecoin,BridgeX,0.4247948872953828,0.3754753120901758,0.07952396191634485,1,0.6001318916213936,0.3469869026331416,0.15232747538548674,1,19,6,0.09191915778752027
Solana,Transfer,0.05316343501699553,0.151506763986397,0.008582276941058495,0.06534353614640698,Meme,Kraken,0.39955309716615384,0.42141646825831286,0.09256754352141998,1,0.20606266270297757,0.04784495978231809,0.3350431325890648,1,1,3,0.13152630650868447
Solana,Mint,0.17571593896282653,0.10043565470439697,0.010732980831249808,0.07633597088579579,Native,OpenSea,0.2787495731200427,0.2658730728316899,0.05594434258747734,0,1.0992813800233683,0.3054114571036291,0.0627341684208153,1,20,4,0.1573692763876159
Ethereum,Swap,-0.010777194358306732,0.08648094204919167,0.03481081608873057,0.09046065325162439,Native,Unknown Wallet,0.26931403177724694,0.5567113892089608,0.01644752482942631,0,0.40434507301870903,0.08402073362129642,0.8903819113841334,1,2,2,0.0032303571512815876
BSC,Burn,0.5813692189742445,0.14211623576299415,-0.021307650685322872,0.18106711505545015,Stablecoin,Kraken,0.3196408484710019,0.5152372698667828,0.21114359031273744,0,0.21040701970828202,0.09974692485637524,0.319963170632352,1,0,1,0.22225668804751755
Ethereum,Mint,0.11017467555584665,0.2338387471593223,-0.001445280490696678,0.051062453038025035,Meme,OpenSea,0.18445635809166555,0.6037324427987428,0.13419361492660756,1,0.29075202039623216,0.22560582070451757,0.3183393513484244,1,0,1,0.07604022212833554
Ethereum,Mint,0.08686736407883468,0.2867591694939801,0.03250067004062475,0.036827231943731255,Native,Coinbase,0.5238619408807905,0.44941787513682346,0.23994849394139312,1,0.25497721737939716,0.2884750564825185,0.08858995396306907,1,7,6,0.050996661387913506
Ethereum,Mint,-0.010969359134926679,0.18999859148167356,0.12684330179841155,0.04689086285265248,ERC20,Unknown DEX,0.15475681908405925,0.3889180302706749,0.11888064724629352,1,0.11436330900845691,0.19508573699425866,0.17490104934441847,1,19,6,-0.028517213049148102
BSC,Mint,0.001676182157509653,0.19062519579103077,-0.008270062957639567,-0.02407727574113744,Meme,Kraken,0.330533851464914,0.31493773605368186,0.13581221918854455,1,0.4472509498987962,0.4273787271779466,0.08149608806045487,1,22,3,0.05897911014303363
Solana,Bridge,0.04732423663667634,0.4371981268935547,-0.0057334921460495125,0.004123141516632345,ERC20,Unknown DEX,0.2864638317571905,0.2579974485434997,0.045855270716010255,1,0.3998675001543279,0.3493673767893595,0.06686089311436572,1,8,2,0.016850642080983476
Ethereum,Swap,-0.022108737981451878,-0.02740953732730332,0.017608554447610537,0.030997634590919847,Stablecoin,Unknown DEX,0.3474650396517144,0.6233314258670084,0.05399198849664012,0,0.28874678827917677,0.4726844156079601,0.07842023608645225,1,4,1,0.2877004297430645
Ethereum,Swap,0.016351965584066847,0.1489050309810334,0.007783886896474308,0.13147325170027738,ERC20,Unknown DEX,0.20696366700910557,0.583505944594408,0.031350446056067904,1,0.17227622995796704,-0.01349069474142911,0.2745350421169044,1,14,1,0.14941897872150495
Polygon,Burn,-0.012920311677755238,0.022477887297642662,0.07292162088687044,0.07521095313729353,Meme,BridgeX,0.5060992600097854,0.6163444215373094,0.018901663456348573,0,0.5219528320457145,0.20745241958805177,0.42945826081522714,1,14,5,0.022134161950897135
Polygon,Bridge,0.27835699456677343,0.027453977499366476,0.0495051760720315,0.033865839950367224,ERC20,Unknown DEX,0.4998741693223624,0.5554331108864996,0.052559704088561615,0,1.1269222258395157,0.2970797022414554,-0.041812513516195915,1,10,4,0.10898271342556902
Polygon,Mint,0.3938453813693492,0.23261304277540892,0.05241100881424484,0.07026261265150147,Native,BridgeX,0.32670407660572254,0.3568115515788019,0.11671189933993137,1,0.69280365014503,0.3347431313556761,0.330257248801347,1,8,4,0.05748639133518982
Ethereum,Burn,0.047836687124950095,0.34725861393702273,0.22862146425980395,0.06534953231349105,Stablecoin,Kraken,0.1793272816325963,0.3198056981731465,0.023527253232305582,0,0.29942082487054833,0.36108128800013617,0.07821609790898809,1,0,5,-0.0022656380316694175
BSC,Burn,-0.01685706113767277,0.329600086141529,0.08036508300237902,0.024784112693385325,Native,Binance,0.329813039175739,0.09899269235228719,0.1969593897408245,1,0.4859542320626669,0.3147624718155656,0.08655553354945394,1,2,6,0.11110093217275499
BSC,Transfer,0.06303801627437702,0.16487319464601008,0.07095010731860273,0.07038294820374244,Native,Coinbase,0.17555963116638917,0.20845184541125233,0.10414255654383159,0,0.3971646058520275,0.36607216826451555,0.8155559766913465,1,1,0,0.016637072653269594
Solana,Burn,-0.025227879648170744,0.0702858461893936,0.00016371510603943942,0.009891514038192172,Stablecoin,Binance,0.21906195874592543,0.354915985020595,0.033402309719902795,1,0.2340764384733388,0.24913481975979562,0.3817397659398063,1,4,3,0.03203872863578834
Ethereum,Transfer,-0.0012043113576468284,0.17934023230122964,0.034771918830369286,0.007956820781948995,Meme,Coinbase,0.49861824317405806,0.48649126388596853,0.09536685895964635,1,0.4024017192580662,0.023987027593671606,0.2501173148660895,1,3,2,0.16257442924315915
Solana,Burn,-0.0011071547859185377,0.10705670477057325,0.013687230404704286,0.012628287768694,Meme,Coinbase,-0.04669868775943947,0.25880336944842286,0.01036395259656258,1,0.25525148346448095,0.624326448553879,0.0022792324569193886,1,10,3,0.03827518156725852
Ethereum,Swap,-0.0213560446702931,0.3308769552565147,1.0612623550366989,0.0740161241315303,Meme,Binance,0.2756329286658378,0.16059659860879835,0.04841521435724173,1,0.532198243674439,0.15407602753533373,0.27587717528617817,1,22,6,0.013455586199189448
BSC,Mint,0.17324143714756074,0.5472888989614154,-0.023769580070554658,0.11444429273319062,Meme,BridgeX,0.17248795059213606,0.12484207317887155,0.05383811516649628,0,0.5034224103639142,0.028339663143929494,0.9446120526217673,1,21,6,0.025828713406030476
Solana,Transfer,-0.013831458162764775,0.2683070209830907,0.032279173476423687,0.00415990874741947,Meme,BridgeX,0.3545078145784324,0.10285590579743042,0.07061971173623849,0,0.41032957542942194,0.3651518658880567,0.8245599104313381,1,15,4,0.24460126809048305
Ethereum,Transfer,0.6260795616746397,0.1555879363286532,0.08081938411829814,0.02890070107902304,Meme,OpenSea,0.5282033692451129,0.6308586155527109,0.048132496887237475,0,0.34620482503480776,-0.004911967571843978,0.048802480254472556,1,11,1,0.27218658775177706
Polygon,Mint,-0.016290726845958975,0.09180984390110622,0.13529438827483328,0.03731372385059292,ERC20,Unknown DEX,-0.00938777761361681,0.269664853693011,0.00723207497814593,1,0.6718642169757212,0.04082205358722313,0.3143498374543714,1,14,5,0.045573613472395615
Solana,Mint,-0.024514356479050484,0.13193343158246484,0.0013708804161265964,0.07434899813963038,Stablecoin,Kraken,0.13859580470929428,0.8140431431699472,0.040178388094676734,1,0.2530307089347989,0.3539065287264018,0.5934034135112487,1,4,6,0.03559397929760843
Ethereum,Mint,0.00014953846249026945,0.025248499463951662,0.012740133865244752,0.171622777647158,Meme,Unknown DEX,0.028328601246628116,0.5632995040764883,0.2147858057804397,0,0.11316104148607936,0.20985310879499555,0.07614553817220746,1,8,6,0.264327902446018
Solana,Transfer,0.11176836446147735,0.02404554250976225,-0.012238945683242498,-0.006204517237443849,Native,Binance,-0.04691560428422825,0.1843234366842375,0.04788301599471743,0,0.23796891355434377,0.22544765979341347,0.07208316274637684,1,4,1,0.13287285402002058
Ethereum,Mint,0.0028209049322039503,0.011649337753283015,0.024524027609545168,0.009749453549294351,Native,Coinbase,0.20856793292005932,0.12718640177006457,0.13708751391281754,0,0.18565442217436418,0.23579831991916345,0.29494498885889414,1,0,3,-0.01869878500435493
Ethereum,Swap,0.009980845397434615,0.13407244551486375,0.11070871836335454,-0.002998671639923664,Native,Kraken,0.36129572693417267,0.39487598105158295,0.03333246564565936,0,1.0268349923058022,0.003963491752773662,0.2702237850364136,1,17,6,0.036291595312675846
Ethereum,Burn,-0.014684053111554945,0.10079379800495931,0.033800850366810485,0.025117388786455818,Meme,Unknown DEX,0.606888873968367,0.6582839441474553,0.1329674979792935,1,0.024509774263135553,0.027838048003650584,0.30511048700182375,1,6,1,0.07383856292659502
Polygon,Burn,0.009078326327720888,0.14093079016474255,0.010757209304072896,0.06421699627178978,Meme,Unknown Wallet,0.46736360496456764,0.37893026729044343,0.13472104873173615,1,0.4591081703450539,0.18482502843301735,0.07815073879576317,1,4,5,0.06222922039678071
BSC,Burn,0.08150766251180468,0.16156898208676163,-0.01553456398632784,0.05970957341540452,Stablecoin,Binance,0.20342538140206096,0.5467815853523258,0.07113067400058486,0,0.2089754860572674,0.18013543426584716,0.028391396261421446,1,7,0,0.06183042997976344
BSC,Bridge,0.011040212767857337,0.21481761420498036,-0.014327813721347643,0.6258612512942741,ERC20,Unknown,0.42875773486661944,0.056972165608768444,0.07188264419046236,1,0.2677843127018664,0.04142066694311175,0.14811067037124698,1,8,0,0.1890268622258895
Solana,Burn,0.10390667886383637,0.3795251603538462,-0.02202758155155688,0.09609179031355432,ERC20,Binance,0.4600236606220009,0.3553426021762888,0.03565583910044486,1,0.37374128972579085,0.03962490043324329,0.4154051017405644,1,10,5,0.13169683382953246
BSC,Burn,-0.027581011241714203,0.10848126998501775,-0.006923964130212821,0.042368472069635336,Native,Kraken,0.18108151656390914,0.42228935005806506,0.09174252688418943,1,0.28918159504102287,0.4331028334517095,0.44079238498079487,1,14,5,0.12975111120181718
Ethereum,Swap,0.09728898860743124,0.24516637209297817,-0.00802124017594135,0.08467095244665841,ERC20,Coinbase,0.7813866951638895,0.7721781499870839,0.0984132548418917,0,0.29471805955004704,0.36859768062750164,0.025307683626105297,1,1,5,0.03282700622656411
BSC,Swap,0.09909218450174985,0.03245735177958853,0.054966944808285734,0.19055150775464225,Stablecoin,Coinbase,0.3145386814992923,0.4867423359043527,0.04845040282493371,0,0.15345755721767196,0.2667580948236603,0.43756951675583855,1,14,3,0.07544259681947794
Ethereum,Transfer,0.006499585914328532,-0.012518582133489331,0.004552963622364355,-0.003621849402670317,ERC20,Kraken,0.7341671579166279,0.4876980081899588,0.10234621375845321,0,0.4956197849694649,0.1572399773569334,0.031587851574425424,1,7,5,-0.0015481680781640195
Polygon,Burn,-0.028370946363127994,0.12415952317263629,0.01886199748041545,0.03560514468935628,ERC20,Unknown DEX,-0.0463435720793286,0.40694672302009804,0.014096599352757755,1,0.26521745662988355,0.18276771460226643,0.08363194118087133,1,7,4,-0.0024039919251366837
Ethereum,Transfer,0.03316116764667957,0.10228999432572358,-0.003030884432664572,0.06016686920839888,Stablecoin,Coinbase,0.4331665323952585,0.8867599477842685,0.13083851033355934,0,0.612273282353178,0.02055543374492108,0.6626497944727483,1,14,1,0.017508706701313534
BSC,Transfer,-0.02355378935220765,0.42191801646274707,0.007273502077922966,0.2542350964877321,Stablecoin,Kraken,0.43922577005285157,0.0976368965924167,0.03007670789100242,1,0.44598400538765626,-0.0642670511234043,0.872770154717964,1,4,6,0.03888176262994517
Ethereum,Transfer,0.2360878485398177,0.05563934268958193,0.008784869342819288,-0.00838718579986067,Stablecoin,Coinbase,0.14493336611972135,0.5068564610527966,0.11070651978354394,1,0.17695394467436493,0.19378686228230435,0.07111769068930944,1,13,0,0.22388905221821725
BSC,Burn,0.02217873030823709,0.16239848863322054,0.06408660640305634,0.08599509477448852,Stablecoin,Binance,0.3769096851220421,0.2516697576214343,0.14130392702729203,1,0.4331149592127844,0.17503519982758442,0.2092987243842404,1,7,4,0.013810488166709517
Ethereum,Transfer,0.35783613481542464,0.15415756413382278,0.007592024469539292,0.004306262562003123,Stablecoin,OpenSea,0.47863436516373375,0.7399656094456453,0.035570011370412886,1,1.0117944870829356,0.09241935452375286,0.01338104371017991,1,21,0,0.16446908031456278
Ethereum,Swap,-0.019078569764180014,0.0429941612378516,0.03745998450431796,-0.00479677104267176,Native,Unknown DEX,-0.09738071937842474,0.4276147197117964,0.03691718341129574,1,0.25703064264046815,0.3574671061869205,0.08567515143317306,1,0,6,-0.024506257498276632
Ethereum,Swap,0.1667311002491761,0.07471337750716953,0.0724804200438533,0.03411646141181546,Stablecoin,OpenSea,0.2873205790427175,0.3084104452120364,0.028148702650091756,0,0.6376441483002662,0.19861082979227512,0.6529169704066977,1,9,4,0.3269005134103364
Polygon,Swap,0.041691700069399304,0.3183862137420324,0.054972424578841265,0.04986656133630597,Native,Binance,0.2623185564461005,0.21283547025560406,0.10524700564639017,1,0.23992692500362492,0.0969312549651869,0.16575462426842227,1,7,2,0.30197116870351737
Solana,Mint,0.06621070451079135,0.4829429443265917,0.056536406064876886,0.01615756156575182,ERC20,Binance,0.5548986495209639,0.45699629024668975,0.0975807384096142,1,0.46206113539722604,0.39955541309983933,0.5442128893673366,1,14,4,-0.006790235481604998
Ethereum,Transfer,0.07210412427880282,0.45133821830753584,-0.0067897944545216304,0.10755607801555131,Native,Unknown,0.14782374122486647,0.2691578995669021,0.02586239264922792,1,0.41452618419787773,0.2380925583817723,0.05526308936953535,1,0,2,0.008147465550097769
BSC,Transfer,0.10202411958416574,0.1473220120086397,0.10797474164861735,0.1571701170937803,ERC20,OpenSea,0.1603123072999304,0.5459921097405814,0.03329721471566202,1,0.8544982691506533,0.21080381358883038,0.6116507277216765,1,5,2,0.2508694065082609
Solana,Transfer,0.4101073992403625,0.07894038479600342,-0.016734418538341414,0.03330560828420124,Native,Kraken,0.5372259192179791,0.4959112158295632,0.0536472500093086,0,0.3622495945141939,0.3953644202363659,0.3549227464977777,1,3,4,0.028207010330118618
Ethereum,Swap,0.009591982186814781,0.0007284590431585469,0.0126048518522145,-0.0022926502331893778,ERC20,Kraken,0.41916518829808835,0.2994738861839471,0.10770074834079049,0,0.2095285970410775,0.09065860152548466,0.07364289601841328,1,13,6,0.09075357599026031
Ethereum,Burn,0.3107958787597721,0.2700965061321733,0.0595917364819207,0.037554667255878735,ERC20,Coinbase,0.43891546949190197,0.3824558340752167,0.044856713628002656,0,0.24847491834849053,0.13958984062113283,0.06275017656346749,1,7,0,0.1303318495781274
Solana,Swap,0.14334544348661232,0.11700819716219568,0.05353724458437464,0.016401895378716058,ERC20,Binance,0.41648866721038347,0.43120267298632675,0.09954848484466175,1,0.5559607244315685,0.18353610217247096,0.38851055776259247,1,20,5,0.17741234260358807
Ethereum,Mint,0.11092170240003212,0.06590930329600588,0.004671448974556659,0.038306080418130335,ERC20,Coinbase,0.16722958180377845,0.48276385454916787,0.04930588777944705,0,0.25469540765718435,-0.09004911612176142,0.08561966370914612,1,16,0,-0.008262794416045764
Ethereum,Mint,0.11359212274759223,0.10472767364113164,0.13644674077003185,0.042941519224304676,Native,Kraken,0.5591226449601487,0.5499513254769415,0.04992821111601396,0,0.7697802108282048,0.47804508153205205,-0.008008646306922355,1,10,3,0.18920382289417864
BSC,Transfer,-0.011540596133545435,0.06222780857839824,0.026058186780553216,0.009323048374352452,Meme,Coinbase,0.24342991210220885,0.12163991964156964,0.11165658474925683,1,0.8356793112104889,0.27145949837054295,0.030973471129777427,1,12,2,0.05007677674708902
Solana,Mint,0.011899151941562637,0.18835055956765295,0.01534539887376702,0.1116603468413017,Stablecoin,OpenSea,0.1628615485180517,0.29179181418318745,0.029090929009968885,1,0.5542906984516629,0.10495498855278876,0.054919233987333116,1,9,4,0.16008897947840245
BSC,Burn,-0.004958545797837988,-0.04574364668146988,0.00800060301756087,0.07195049660807708,Stablecoin,Coinbase,0.30897462554875565,0.32390181077805447,0.2239876238019723,1,0.4264419332894953,0.20258589316807044,0.13972514253976612,1,22,0,0.17319588002750047
Ethereum,Mint,-0.016740256606576173,0.194208842694636,0.0514846688905246,0.0011581286958223802,ERC20,Unknown DEX,0.22315624546194035,0.2896054193422697,0.05863955683079443,0,0.2640092016106693,0.3714224814844225,-0.0014022459755477883,1,16,5,0.02555605324527528
Ethereum,Mint,-0.01051294402815649,0.1697246576243145,0.024542960984588618,0.0023085839634404276,Meme,Unknown Wallet,0.4363124737387998,0.27542047130724906,0.6460196157684206,1,0.5341124201596325,0.1664992039516563,0.5513004624197577,1,9,1,0.2374158881367966
BSC,Transfer,0.10207156135342792,0.0023872396893918346,0.010866707846361873,-0.009202997596084103,Meme,Unknown Wallet,-0.11960893958695351,0.46972058919845067,0.03926904719060023,0,0.5042631450954307,0.24886866939830368,0.583231582151363,1,22,0,-0.03564206024560329
Polygon,Swap,-0.022459787973701024,0.03605049014213296,0.04585969196747332,0.07894934068494593,Stablecoin,BridgeX,0.5871289599297189,0.49537196233244013,0.11248809658603909,0,0.5556755879475263,0.2278501362802446,0.446587578545981,1,8,2,0.15514207168904345
Ethereum,Swap,0.21534019567612894,0.2133870401415721,0.04003077792270468,0.004681415615499757,Stablecoin,BridgeX,0.4561427323448898,0.29654381184277084,0.10423896308652356,1,0.3117111478767689,0.10534760045438091,0.41964278391284116,1,15,3,0.20162928543814243
Polygon,Mint,-0.044677593389382375,-0.022364496073449397,0.02105499779849221,0.07377102549520077,Meme,Unknown DEX,0.6696310527783051,0.8639109362406022,0.03852895136718455,1,0.42923714669115776,0.2279605390701817,0.5506603640200958,1,21,3,0.10963444515612492
Ethereum,Bridge,-0.006357760728876227,-0.039362220542433886,0.06084130838873794,0.06332930982393092,Stablecoin,Coinbase,0.49344539332587944,0.44051609669180025,0.191299262501208,0,0.3332958491497589,0.29287915309738327,0.2598988289346519,1,22,2,0.11521271672484329
Polygon,Transfer,0.26571751601105387,0.0595191143401837,0.009451005453439383,-0.02965613746035408,Meme,Kraken,0.5033150460716005,0.34896892738698065,0.025394465579107767,1,0.9534744085680695,0.03671218328791359,0.08640963776334133,1,1,0,0.021204117407264023
Ethereum,Swap,0.002117904757800153,0.04281221592571949,0.03352216129220596,0.01937726939282308,Stablecoin,BridgeX,0.7362379083922961,0.45457404660984374,0.035685229888953424,0,0.43236647917821114,0.005816952095131944,0.4599948218601268,1,5,6,0.2721825395123187
Ethereum,Bridge,0.030917202813988597,0.18464607769292266,0.03577729816476839,0.059170571192644135,Stablecoin,Binance,0.08962079603691209,0.5173055043415913,0.1801072451622741,1,0.708688824309793,0.35076035524277416,0.7120396329116184,1,10,6,0.10958638442416951
BSC,Transfer,0.3967914143905158,0.6109277164868085,0.0021127843471098195,0.10892035737451952,ERC20,Kraken,0.09548237978972957,0.09200791947373349,0.1293505632187092,0,0.6080000720881775,-0.052951401153363664,0.7319066626210424,1,8,4,0.08002414631537946
BSC,Transfer,-0.00926661829702756,0.1619665303706908,0.05345357224889897,0.09595940145874111,ERC20,Unknown DEX,0.2474306741320118,0.3242113640160208,0.06295066120915556,0,0.3689255903593571,0.05451319479723246,0.22887804807132356,1,17,5,-0.03626361365024889
BSC,Mint,0.1937630373039327,0.019015544688689098,0.03724667098271355,-0.030117159384932285,Stablecoin,Coinbase,0.7176960863484352,0.4949419098049306,0.08696894231574451,1,0.6021546744091507,0.16207909001487167,-0.012307705019942808,1,12,5,0.29760900866709705
Polygon,Swap,0.034089265428176085,0.14328188050055965,-0.017091173601878458,0.0342777726812853,Stablecoin,Unknown DEX,0.11688598603598449,0.6280028791652644,0.10334955744785537,0,0.33385426518109573,0.017232950629098576,0.4369813705937752,1,9,0,-0.022365607529703506
Ethereum,Transfer,0.054877887997077546,-0.006519582871252233,0.014309805302032401,0.029595030921970855,ERC20,Binance,0.1313759835683504,0.3829192796401983,0.0269929833031841,1,0.7999662456901437,0.011326946030933205,0.24298583669645893,1,15,1,0.050458514582845455
Ethereum,Bridge,-0.0026185753091297337,0.33896059070812873,0.04778874358998872,0.03816719958314375,Native,Unknown,0.1260296688847347,0.6344704388501421,0.0408868578346233,0,0.12983182521119113,0.24530623801146773,0.1981906394171321,1,6,1,0.04811086186754885
Polygon,Swap,0.11239281911428141,0.5178720931326883,0.01708071955804192,0.018508666071110205,Stablecoin,Binance,0.4565880972347971,0.39421971987799603,0.18047003823200758,0,0.538880789964661,0.3356673882892423,0.34695914908781644,1,11,2,0.039356888679784555
Ethereum,Mint,0.0004619281219994569,0.018170117392273033,0.029450367399069886,0.007293560123883165,ERC20,Unknown DEX,0.4931967630944379,0.48348720854952254,0.17682273538117443,1,0.7850380871012582,0.2018533433226044,0.27536003589088104,1,14,3,0.013980345045645989
Polygon,Transfer,0.264531710545496,0.05482632376733736,0.0518604965040107,0.05118852900199845,Stablecoin,OpenSea,-0.003572552981197241,0.3519506263730365,0.1799355321980565,0,0.5046239128843618,0.3025656523903021,0.3389051338672232,1,18,0,0.05557191931542316
Polygon,Mint,0.04078371195510254,0.008966290279358136,0.04664040012389601,-0.005198263520808308,Stablecoin,Binance,0.3123302761471398,0.5035031124245524,0.10056763160242593,1,0.5664306279482604,0.2565612327558724,0.054406564106385794,1,6,4,-0.0025042970667237263
Ethereum,Burn,-0.028407554503252302,0.03980940076509607,0.03500306328866612,-0.004733016535246833,ERC20,Coinbase,0.39247489153314574,0.6546256481884969,0.19906047897387863,0,0.2331011698359684,0.4188294681941033,0.0486598022305168,1,3,3,0.05212860249312319
Ethereum,Bridge,0.10747623383793194,0.0407089375830072,-0.000579950854731566,0.0977087966148444,ERC20,Unknown Wallet,0.18658460179194575,0.42368098739111437,0.09648211820626139,0,0.3307452999504563,0.28510949451840073,0.05111144121088518,1,0,1,0.1526788142794917
Solana,Transfer,0.19399466598086848,0.08534958225480922,0.02010776642028266,0.32658805054847406,Native,Binance,0.2356856813180078,0.23881305415338708,0.061168901475250975,1,0.10718455627787074,0.16676839459801351,1.000768434473337,1,6,0,0.101985491883713
Ethereum,Swap,0.10729181999050504,0.17438506092755982,0.08462588892827796,0.014601771860812112,Meme,Kraken,0.2683388410278336,0.8125549561173555,0.12089053330825911,0,0.5137319362725659,0.23544066254835946,0.9699378047247923,1,0,4,0.2620593949821699
Ethereum,Bridge,0.0766819825388006,-0.025663948650799198,0.010179720073965032,-0.0009339186014871229,ERC20,Binance,0.0018415648662910011,0.4902613081566382,0.054936280176050775,0,0.7343136620007924,0.33032045552661116,0.5049507209366206,1,20,4,0.4093300067002662
Polygon,Burn,0.14292453514294506,0.07240084340231617,0.1332705209078733,0.05955229552512424,Native,Binance,0.27209866343253836,0.38855132018675964,0.09292488356932416,0,0.4293657137407988,0.22374690333546554,0.36367136275744805,1,15,3,0.09845538063963707
Ethereum,Burn,0.1696046942568533,-0.009718680426011789,0.3590805398035569,0.21672431802861908,ERC20,BridgeX,0.37791640113133024,0.3274115498998801,0.12002904651399715,1,0.624056215740035,-0.01073095329559104,0.05503104599379359,1,1,2,0.0118373817489844
Ethereum,Transfer,0.023058207344430932,0.4439751894055667,-0.007220698925415714,0.01984482994156065,Stablecoin,Coinbase,-0.03573364437185944,0.4390984171094146,0.13623811337606875,1,0.5878862975026257,0.2854517387011767,0.5231219342589754,1,21,1,0.07837587579058578
Polygon,Burn,0.07870020025402666,0.4459031526108064,4.03945904875469e-06,0.09355198833067657,Native,Kraken,0.14918880777791305,0.3198896342389258,0.029282274414617664,1,0.24514314863681344,0.3157851968156585,0.4698772902987789,1,18,1,0.04391741286404165
Solana,Burn,0.022335840449359434,0.18389670962518165,0.005138458785381236,0.10804544150446702,Meme,BridgeX,0.33180215247811706,0.5108933043105475,0.03884062302866363,0,0.4247322039145749,0.21902980988462697,0.07144737238193685,1,20,4,0.15891494691014887
Polygon,Transfer,0.025438719014737335,0.026684016271922514,0.07467048699173309,0.06162369209697878,Meme,Unknown DEX,0.4140526853034685,0.19639644989089136,0.12686988331555143,0,0.8467880441705147,0.10617724943497492,0.5812367336901683,1,21,3,0.011033449594566057
